LBE,Brooklyn,
MBE,WBE,BLACK,Cambria Heights,
MBE,HISPANIC,New York,
MBE,BLACK,Westbury,
MBE,BLACK,Springfield Gardens,
MBE,BLACK,Far Rockaway,
MBE,WBE,BLACK,New York,
WBE,NON-MINORITY,New York,
MBE,HISPANIC,New York,
MBE,HISPANIC,Brooklyn,
MBE,WBE,ASIAN,Albany,
MBE,HISPANIC,New York,
WBE,NON-MINORITY,Staten Island,
MBE,WBE,BLACK,Brooklyn,
MBE,WBE,BLACK,Queens Village,
MBE,BLACK,Brooklyn,
MBE,HISPANIC,Bronx,
MBE,WBE,BLACK,Brooklyn,
MBE,ASIAN,Rego Park,
MBE,BLACK,Bronx,
MBE,HISPANIC,Hempstead,
MBE,BLACK,Corona,
MBE,HISPANIC,Bronx,
LBE,Brooklyn,
MBE,LBE,Brooklyn,
WBE,NON-MINORITY,Brooklyn,
MBE,HISPANIC,Jackson Heights,
LBE,Staten Island,
MBE,ASIAN,Brooklyn,
MBE,HISPANIC,New York,
MBE,WBE,BLACK,Brooklyn,
MBE,BLACK,New York,
MBE,ASIAN,Lynbrook,
MBE,LBE,BLACK,Bronx,
MBE,HISPANIC,Bronx,
WBE,NON-MINORITY,College Point,
MBE,HISPANIC,Branchberg,
MBE,BLACK,Brooklyn,
MBE,BLACK,Roosevelt,
MBE,WBE,HISPANIC,Wayne,
MBE,BLACK,Yonkers,
MBE,ASIAN,Mountainside,
MBE,ASIAN,Hempstead,
WBE,NON-MINORITY,Brooklyn,
MBE,BLACK,Brooklyn,
MBE,BLACK,Jamaica,
MBE,HISPANIC,Richmond Hill,
MBE,HISPANIC,New York,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Brooklyn,
WBE,NON-MINORITY,East Islip,
MBE,BLACK,Islip,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Nesconset,
MBE,ASIAN,Flushing,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Astoria,
MBE,HISPANIC,New York,
MBE,WBE,BLACK,New York,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
MBE,ASIAN,Syosset,
MBE,HISPANIC,New York,
WBE,NON-MINORITY,New York,
MBE,LBE,BLACK,Brooklyn,
MBE,BLACK,New York,
MBE,BLACK,East Stroudsburg,
WBE,NON-MINORITY,Freehold,
MBE,BLACK,Freeport,
WBE,NON-MINORITY,Flushing,
WBE,NON-MINORITY,East Northport,
MBE,WBE,ASIAN,New York,
MBE,BLACK,Staten Island,
MBE,HISPANIC,New York,
MBE,WBE,ASIAN,Brooklyn,
WBE,NON-MINORITY,New York,
MBE,HISPANIC,Levittown,
WBE,NON-MINORITY,Bronx,
MBE,WBE,BLACK,Peeksville,
MBE,WBE,HISPANIC,Brooklyn,
MBE,WBE,HISPANIC,Staten Island,
MBE,BLACK,Yonkers,
MBE,HISPANIC,Richmond Hill,
MBE,HISPANIC,Farmingdale,
MBE,BLACK,Brooklyn,
MBE,ASIAN,New York,
MBE,ASIAN,Brooklyn,
MBE,HISPANIC,College Point,
MBE,ASIAN,Jersey City,
WBE,NON-MINORITY,New York,
MBE,WBE,HISPANIC,New York,
MBE,WBE,HISPANIC,Jackson Heights,
WBE,NON-MINORITY,Bayonne,
MBE,ASIAN,West Orange,
MBE,ASIAN,New York,
MBE,HISPANIC,Astoria,
WBE,NON-MINORITY,Uniondale,
MBE,ASIAN,New York,
MBE,BLACK,New York,
WBE,NON-MINORITY,Dix Hills,
MBE,ASIAN,New York,
MBE,ASIAN,New York,
WBE,NON-MINORITY,New York,
MBE,BLACK,Mineola,
MBE,ASIAN,Brooklyn,
MBE,WBE,BLACK,Rosedale,
MBE,ASIAN,New York,
MBE,BLACK,New York,
WBE,NON-MINORITY,North Babylon,
MBE,LBE,BLACK,Bronx,
MBE,WBE,BLACK,Scotch Plains,
MBE,BLACK,Maspeth,
WBE,NON-MINORITY,Albany,
MBE,BLACK,Jamaica,
MBE,ASIAN,Cliffwood Beach,
WBE,NON-MINORITY,New York,
MBE,ASIAN,Mineola,
MBE,WBE,ASIAN,Brooklyn,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Brooklyn,
MBE,HISPANIC,New York,
MBE,WBE,BLACK,Brooklyn,
MBE,HISPANIC,Bronx,
MBE,WBE,BLACK,Laurelton,
WBE,NON-MINORITY,New York,
MBE,HISPANIC,Jackson Heights,
WBE,NON-MINORITY,Parsippany,
WBE,NON-MINORITY,Brooklyn,
WBE,NON-MINORITY,Brooklyn,
MBE,WBE,ASIAN,Whitestone,
MBE,ASIAN,Brooklyn,
MBE,WBE,HISPANIC,Roslyn,
WBE,NON-MINORITY,Jamaica,
MBE,BLACK,Brooklyn,
MBE,BLACK,Westbury,
MBE,WBE,BLACK,Brooklyn,
MBE,LBE,BLACK,Bronx,
MBE,WBE,BLACK,New York,
WBE,NON-MINORITY,Staten Island,
MBE,BLACK,Brooklyn,
MBE,ASIAN,Hollis,
MBE,BLACK,Brooklyn,
MBE,BLACK,Bronx,
MBE,WBE,HISPANIC,Bronx,
MBE,BLACK,New York,
MBE,WBE,BLACK,New York,
MBE,BLACK,Queens,
WBE,NON-MINORITY,Orangeburg,
WBE,NON-MINORITY,Brooklyn,
MBE,BLACK,Yonkers,
MBE,HISPANIC,New York,
MBE,ASIAN,New York,
MBE,BLACK,Yonkers,
MBE,ASIAN,Long Island City,
MBE,BLACK,Bellerose,
MBE,BLACK,Mount Vernon,
MBE,WBE,HISPANIC,New York,
MBE,BLACK,Brooklyn,
LBE,Brooklyn,
MBE,ASIAN,Brooklyn,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
MBE,WBE,BLACK,Brooklyn,
MBE,BLACK,New York,
MBE,BLACK,New York,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Commack,
WBE,NON-MINORITY,Brooklyn,
LBE,Brooklyn,
MBE,HISPANIC,White Plains,
MBE,ASIAN,Brooklyn,
MBE,ASIAN,Edison,
MBE,WBE,EBE,N/A,Staten Island,10301
MBE,WBE,BLACK,Brooklyn,
MBE,BLACK,Queens Village,
MBE,ASIAN,Bronx,
MBE,BLACK,Hollis,
MBE,BLACK,New York,
MBE,BLACK,Whitestone,
MBE,BLACK,Brooklyn,
MBE,WBE,BLACK,Brooklyn,
MBE,WBE,ASIAN,New York,
MBE,ASIAN,Queens Village,
WBE,NON-MINORITY,Sayville,
MBE,WBE,ASIAN,Great Neck,
WBE,NON-MINORITY,Setauket,
MBE,WBE,BLACK,Mount Vernon,
MBE,ASIAN,New York,
MBE,BLACK,E. Elmhurst,
WBE,NON-MINORITY,New Hyde Park,
MBE,HISPANIC,Perth Amboy,
MBE,BLACK,Brooklyn,
MBE,BLACK,Hollis,
MBE,BLACK,New York,
MBE,WBE,BLACK,New York,
MBE,WBE,BLACK,New York,
WBE,NON-MINORITY,New York,
MBE,BLACK,Brooklyn,
MBE,BLACK,Brooklyn,
MBE,ASIAN,Wood Ridge,
MBE,ASIAN,Brooklyn,
MBE,BLACK,Bronx,
WBE,NON-MINORITY,Farmingdale,
MBE,LBE,ASIAN,College Point,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Ramsey,
WBE,NON-MINORITY,Flushing,
MBE,HISPANIC,Bronx,
MBE,WBE,BLACK,Freeport,
WBE,NON-MINORITY,New York,
MBE,BLACK,Hempstead,
WBE,NON-MINORITY,New York,
MBE,HISPANIC,New York,
WBE,NON-MINORITY,Paramus,
WBE,NON-MINORITY,Long Island City,
MBE,BLACK,Brooklyn,
MBE,BLACK,Freeport,
MBE,ASIAN,Williston Park,
MBE,ASIAN,Jamaica,
LBE,Somerville,
MBE,BLACK,Wheatley Heights,
WBE,NON-MINORITY,Astoria,
MBE,BLACK,Brooklyn,
WBE,NON-MINORITY,Woodbury,
MBE,ASIAN,Brooklyn,
MBE,ASIAN,Jericho,
WBE,NON-MINORITY,Westport,
MBE,HISPANIC,Baldwin,
MBE,ASIAN,Brooklyn,
MBE,WBE,ASIAN,Brooklyn,
MBE,WBE,New York,
WBE,NON-MINORITY,New York,
MBE,WBE,LBE,BLACK,Springfield Gardens,11413
WBE,NON-MINORITY,New York,
MBE,WBE,BLACK,New York,
MBE,BLACK,Brooklyn,
MBE,HISPANIC,New York,
MBE,WBE,ASIAN,New York,
WBE,NON-MINORITY,New York,
MBE,BLACK,Brooklyn,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
MBE,HISPANIC,New York,
MBE,WBE,ASIAN,Brooklyn,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Summit,
MBE,HISPANIC,New York,
MBE,ASIAN,Mineola,
MBE,BLACK,Middletown,
MBE,HISPANIC,Elmhurst,
WBE,NON-MINORITY,New York,
MBE,ASIAN,Staten Island,
WBE,NON-MINORITY,New York,
MBE,WBE,BLACK,Chestnut Ridge,
MBE,WBE,BLACK,New York,
MBE,BLACK,Rosedale,
MBE,WBE,ASIAN,Garden City Park,
MBE,BLACK,Mt. Vernon,
WBE,NON-MINORITY,New Hyde Park,
WBE,NON-MINORITY,Long Island City,
MBE,ASIAN,New York,
MBE,WBE,ASIAN,New York,
MBE,BLACK,New York,
MBE,HISPANIC,New York,
MBE,LBE,BLACK,Brooklyn,
MBE,ASIAN,Princeton,
MBE,WBE,BLACK,New York,
WBE,NON-MINORITY,Bloomfield,
WBE,NON-MINORITY,Breezy Point,
MBE,BLACK,Yonkers,
MBE,WBE,HISPANIC,Bronx,
WBE,NON-MINORITY,New Hempstead,
MBE,BLACK,New York,
MBE,WBE,ASIAN,New York,
MBE,BLACK,Flushing,
MBE,HISPANIC,Bronx,
MBE,BLACK,Staten Island,
WBE,NON-MINORITY,East Brunswick,
WBE,NON-MINORITY,Brooklyn,
WBE,NON-MINORITY,New York,
MBE,LBE,BLACK,Bronx,
MBE,ASIAN,New York,
MBE,WBE,ASIAN,Hackensack,
MBE,ASIAN,New York,
MBE,ASIAN,Bronx,
MBE,ASIAN,Glendale,
MBE,ASIAN,Plainview,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Allendale,
MBE,ASIAN,Staten Island,
MBE,WBE,BLACK,Brooklyn,
WBE,NON-MINORITY,Westfield,
WBE,ASIAN,Edison,
WBE,NON-MINORITY,Oceanside,
WBE,NON-MINORITY,Edison,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Whitestone,
WBE,NON-MINORITY,Brooklyn,
MBE,WBE,HISPANIC,New York,
MBE,WBE,BLACK,Cambria Heights,
MBE,WBE,BLACK,New York,
MBE,WBE,HISPANIC,Freeport,
MBE,BLACK,Bronx,
WBE,NON-MINORITY,New York,
MBE,WBE,ASIAN,New York,
MBE,WBE,BLACK,Brooklyn,
MBE,ASIAN,New York,
MBE,HISPANIC,Bronx,
MBE,WBE,BLACK,Bronx,
MBE,HISPANIC,Bronx,
MBE,WBE,BLACK,Yonkers,
WBE,NON-MINORITY,Staten Island,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Woodside,
MBE,ASIAN,New York,
WBE,NON-MINORITY,New York,
MBE,ASIAN,Edison,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
MBE,WBE,HISPANIC,New York,
MBE,LBE,ASIAN,Elmhurst,
MBE,ASIAN,Edsion,
MBE,LBE,BLACK,Staten Island,
MBE,HISPANIC,Queens Village,
MBE,WBE,HISPANIC,New York,
MBE,LBE,HISPANIC,Woodside,
MBE,LBE,BLACK,St. Albans,
MBE,HISPANIC,Maspeth,
MBE,WBE,HISPANIC,Maspeth,
WBE,NON-MINORITY,New York,
MBE,ASIAN,Lake Success,
WBE,New York,
MBE,WBE,ASIAN,New York,
WBE,NON-MINORITY,Staten Island,
WBE,NON-MINORITY,Plainview,
WBE,NON-MINORITY,West Babylon,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Jamaica,
MBE,BLACK,Bronx,
WBE,NON-MINORITY,New York,
WBE,ASIAN,Saddle Brook,
WBE,NON-MINORITY,Belle Harbor,
MBE,LBE,BLACK,Brooklyn,
MBE,ASIAN,Brooklyn,
WBE,NON-MINORITY,Yorktown Heights,
MBE,LBE,BLACK,Bronx,
MBE,ASIAN,Linwood,
MBE,WBE,ASIAN,Sleepy Hollow,
MBE,WBE,HISPANIC,Centerport,
WBE,NON-MINORITY,Melville,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
LBE,Staten Island,
MBE,BLACK,New York,
MBE,ASIAN,Queens Village,
WBE,NON-MINORITY,Huntington Station,
MBE,ASIAN,Brooklyn,
MBE,BLACK,New York,
MBE,WBE,HISPANIC,Bronx,
WBE,NON-MINORITY,Farmingdale,
WBE,NON-MINORITY,Flushing,
WBE,NON-MINORITY,Brooklyn,
MBE,WBE,BLACK,New York,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Great Neck,
MBE,BLACK,New York,
WBE,NON-MINORITY,New York,
MBE,WBE,BLACK,Rosedale,
WBE,NON-MINORITY,Brooklyn,
MBE,BLACK,Brooklyn,
MBE,BLACK,Hollis,
MBE,BLACK,Brooklyn,
WBE,NON-MINORITY,Dobbs Ferry,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
MBE,WBE,BLACK,Brooklyn,
WBE,NON-MINORITY,New York,
MBE,BLACK,Brooklyn,
WBE,NON-MINORITY,Chappaqua,
WBE,NON-MINORITY,Stamford,
MBE,BLACK,Glen Head,
MBE,WBE,BLACK,Brooklyn,
MBE,ASIAN,Bronx,
WBE,NON-MINORITY,New York,
MBE,ASIAN,East Elmhurst,
MBE,ASIAN,New York,
MBE,WBE,LBE,BLACK,Hempstead,11550
MBE,BLACK,Brooklyn,
MBE,WBE,LBE,HISPANIC,Maspeth,11378
MBE,WBE,BLACK,Bowie,
WBE,NON-MINORITY,Huntington Station,
MBE,BLACK,Long Island City,
MBE,BLACK,Woodhaven,
MBE,BLACK,New York,
WBE,NON-MINORITY,Valhalla,
MBE,WBE,New York,
MBE,HISPANIC,Paterson,
MBE,HISPANIC,College Point,
WBE,NON-MINORITY,Springfield,
WBE,NON-MINORITY,Brooklyn,
MBE,BLACK,New York,
MBE,HISPANIC,Matawan,
WBE,NON-MINORITY,Newark,
MBE,ASIAN,Hamilton Township,
WBE,NON-MINORITY,Great Neck,
MBE,HISPANIC,Long Island City,
WBE,NON-MINORITY,New York,
MBE,WBE,HISPANIC,Bronx,
MBE,HISPANIC,New York,
WBE,NON-MINORITY,New York,
MBE,ASIAN,Elmhurst,
MBE,WBE,ASIAN,New York,
WBE,NON-MINORITY,New City,
MBE,HISPANIC,New York,
WBE,NON-MINORITY,New York,
MBE,BLACK,Mamaroneck,
MBE,WBE,BLACK,Arverne,
WBE,NON-MINORITY,New York,
MBE,HISPANIC,Montville,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Brooklyn,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Westbury,
MBE,HISPANIC,Brooklyn,
MBE,BLACK,New York,
MBE,BLACK,Bronx,
MBE,BLACK,St. Albans,
MBE,WBE,BLACK,Brooklyn,
MBE,ASIAN,Brooklyn,
MBE,WBE,BLACK,Brooklyn,
MBE,ASIAN,Brooklyn,
MBE,WBE,BLACK,Brooklyn,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Hudson,
WBE,NON-MINORITY,Succasunna,
MBE,BLACK,New York,
WBE,NON-MINORITY,Brooklyn,
WBE,NON-MINORITY,Scarsdale,
MBE,BLACK,Laurelton,
MBE,ASIAN,Brooklyn,
MBE,ASIAN,Elmhurst,
MBE,WBE,BLACK,Bronx,
MBE,WBE,BLACK,Bronx,
WBE,NON-MINORITY,Staten Island,
MBE,ASIAN,New York,
MBE,HISPANIC,New York,
MBE,N/A,Hollis,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Southold,
MBE,LBE,BLACK,Huntington Station,
MBE,LBE,ASIAN,New York,
MBE,HISPANIC,Yonkers,
MBE,BLACK,Hempstead,
MBE,ASIAN,Richmond Hill,
WBE,NON-MINORITY,Brooklyn,
WBE,NON-MINORITY,Yonkers,
MBE,ASIAN,Woodside,
MBE,ASIAN,Edison,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
MBE,WBE,ASIAN,New York,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,North Babylon,
MBE,WBE,ASIAN,New York,
MBE,BLACK,New York,
MBE,ASIAN,Oxford,
LBE,Brooklyn,
WBE,NON-MINORITY,New York,
MBE,HISPANIC,New York,
MBE,ASIAN,Staten Island,
WBE,White Plains,
MBE,ASIAN,New York,
MBE,BLACK,Bronx,
MBE,WBE,BLACK,New York,
WBE,NON-MINORITY,Mahwah,
MBE,WBE,HISPANIC,Inwood,
WBE,NON-MINORITY,New York,
MBE,ASIAN,New York,
MBE,BLACK,Brooklyn,
MBE,BLACK,Hollis,
MBE,BLACK,Bronx,
MBE,ASIAN,New York,
WBE,NON-MINORITY,New York,
MBE,ASIAN,New York,
MBE,BLACK,Bronx,
MBE,BLACK,Mount Vernon,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Brooklyn,
MBE,WBE,BLACK,Springfield Gardens,
MBE,ASIAN,Flushing,
WBE,NON-MINORITY,New York,
MBE,ASIAN,Woodside,
WBE,NON-MINORITY,Deer Park,
MBE,HISPANIC,Brooklyn,
MBE,BLACK,Bronx,
MBE,LBE,ASIAN,Brooklyn,
WBE,NON-MINORITY,Brooklyn,
MBE,WBE,BLACK,Bronx,
MBE,BLACK,Hempstead,
MBE,ASIAN,New York,
MBE,BLACK,Rosedale,
MBE,HISPANIC,Flushing,
MBE,ASIAN,Edison,
MBE,BLACK,Brooklyn,
MBE,BLACK,Rahway,
WBE,NON-MINORITY,New York,
MBE,BLACK,Springfield Gardens,
MBE,BLACK,Bronx,
MBE,HISPANIC,Brooklyn,
WBE,NON-MINORITY,New York,
LBE,Maspeth,
MBE,WBE,HISPANIC,New York,
WBE,NON-MINORITY,North Arlington,
WBE,Saugerties,
MBE,BLACK,Queens Village,
MBE,ASIAN,New York,
MBE,ASIAN,East Norwich,
MBE,BLACK,Brooklyn,
WBE,NON-MINORITY,New York,
MBE,BLACK,Bloomfield,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Center Moriches,
WBE,NON-MINORITY,New York,
MBE,ASIAN,New York,
MBE,BLACK,Yonkers,
MBE,BLACK,Brooklyn,
WBE,NON-MINORITY,Long Island City,
MBE,WBE,ASIAN,Staten Island,
MBE,BLACK,Brooklyn,
WBE,NON-MINORITY,Bronx,
MBE,HISPANIC,Bronx,
MBE,WBE,HISPANIC,New York,
MBE,HISPANIC,New York,
MBE,WBE,HISPANIC,New York,
WBE,NON-MINORITY,Sunnyside,
MBE,WBE,BLACK,Rego Park,
MBE,WBE,HISPANIC,New York,
WBE,NON-MINORITY,New York,
MBE,WBE,BLACK,Jamaica,
MBE,BLACK,Baltimore,
MBE,BLACK,Brooklyn,
MBE,BLACK,Brooklyn,
WBE,NON-MINORITY,Brooklyn,
MBE,BLACK,Hillsborough,
MBE,BLACK,New York,
MBE,WBE,HISPANIC,Floral Park,
WBE,NON-MINORITY,New York,
MBE,BLACK,Laurelton,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Staten Island,
MBE,WBE,HISPANIC,New York,
MBE,WBE,HISPANIC,Morganville,
WBE,NON-MINORITY,New York,
MBE,BLACK,Jamaica,
MBE,WBE,ASIAN,New York,
WBE,NON-MINORITY,New York,
MBE,WBE,HISPANIC,New York,
MBE,WBE,HISPANIC,Hillside,
MBE,WBE,ASIAN,New York,
WBE,NON-MINORITY,New York,
MBE,BLACK,New York,
WBE,NON-MINORITY,New York,
MBE,BLACK,Freeport,
WBE,ASIAN,New York,
MBE,WBE,BLACK,Bronx,
MBE,ASIAN,South Richmond Hill,
MBE,BLACK,South Richmond Hill,
WBE,NON-MINORITY,Great Neck,
WBE,NON-MINORITY,Yonkers,
MBE,BLACK,Jamaica,
WBE,NON-MINORITY,Brooklyn,
MBE,WBE,BLACK,New York,
WBE,NON-MINORITY,Smithtown,
MBE,BLACK,Teaneck,
MBE,ASIAN,Flushing,
MBE,ASIAN,Jackson Heights,
WBE,NON-MINORITY,West Nyack,
WBE,NON-MINORITY,Woodbury,
MBE,BLACK,Brooklyn,
WBE,NON-MINORITY,New York,
MBE,BLACK,St. Albans,
MBE,WBE,HISPANIC,Bronx,
LBE,Astoria,
MBE,HISPANIC,New York,
WBE,NON-MINORITY,Brooklyn,
MBE,WBE,ASIAN,Valley Stream,
MBE,HISPANIC,White Plains,
WBE,NON-MINORITY,Webster,
MBE,ASIAN,Linden,
MBE,ASIAN,Lodi,
MBE,BLACK,Brooklyn,
MBE,ASIAN,New York,
WBE,NON-MINORITY,New York,
MBE,ASIAN,North Bergen,
MBE,ASIAN,Elmwood Park,
WBE,NON-MINORITY,Washington,
WBE,New York,
MBE,WBE,BLACK,St. Albans,
WBE,NON-MINORITY,Garden City,
WBE,LBE,NON-MINORITY,Bronx,
MBE,WBE,BLACK,Bronx,
WBE,NON-MINORITY,Brooklyn,
WBE,NON-MINORITY,New York,
MBE,ASIAN,Cambria Heights,
MBE,ASIAN,Fort Lee,
MBE,ASIAN,Fort Lee,
MBE,BLACK,New York,
WBE,NON-MINORITY,New York,
MBE,WBE,ASIAN,East Meadow,
MBE,WBE,BLACK,Brooklyn,
WBE,NON-MINORITY,Avon by the Sea,
MBE,LBE,ASIAN,Ozone Park,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Teaneck,
MBE,WBE,BLACK,Bronx,
MBE,BLACK,Paterson,
WBE,NON-MINORITY,New York,
MBE,ASIAN,Valley Stream,
MBE,BLACK,Brooklyn,
LBE,New York,
MBE,ASIAN,New York,
